date,temperature,humidity,luminosity
2020-12-02 16:05:40.987,23.6,16.7,96
2020-12-02 16:05:38.710,23.6,16.7,96
2020-12-02 16:05:36.428,23.7,16.8,96
2020-12-02 16:05:34.151,23.7,16.8,96
2020-12-02 16:05:31.869,23.8,16.8,96
2020-12-02 16:05:29.591,23.8,16.8,96
2020-12-02 16:05:27.314,23.9,16.8,96
2020-12-02 16:05:25.032,24.0,16.9,94
2020-12-02 16:05:22.755,24.1,17.1,97
2020-12-02 16:05:20.473,24.1,17.2,96
2020-12-02 16:05:18.196,24.3,17.3,96
2020-12-02 16:05:15.918,24.3,17.4,96
2020-12-02 16:05:13.636,24.3,17.4,96
2020-12-02 16:05:11.359,24.3,17.5,96
2020-12-02 16:05:09.077,24.2,17.5,96
2020-12-02 16:05:06.800,24.2,17.6,96
2020-12-02 16:05:04.522,24.1,17.6,96
2020-12-02 16:05:02.241,24.0,17.6,96
2020-12-02 16:04:59.963,24.0,17.7,96
2020-12-02 16:04:57.686,23.9,17.7,96
2020-12-02 16:04:55.404,23.8,17.7,96
2020-12-02 16:04:53.127,23.7,17.7,96
2020-12-02 16:04:50.845,23.5,17.6,95
2020-12-02 16:04:48.567,23.3,17.6,95
2020-12-02 16:04:46.290,23.2,17.6,96
2020-12-02 16:04:44.008,23.1,17.5,97
2020-12-02 16:04:41.731,22.9,17.4,96
2020-12-02 16:04:39.449,22.8,17.4,96
2020-12-02 16:04:37.172,22.6,17.2,97
2020-12-02 16:04:34.894,22.4,17.1,98
2020-12-02 16:04:32.612,22.3,17.1,96
2020-12-02 16:04:30.335,22.0,16.9,96
2020-12-02 16:04:28.053,21.7,16.6,96
2020-12-02 16:04:25.776,21.4,16.3,96
2020-12-02 16:04:23.498,21.1,16.0,96
2020-12-02 16:04:21.216,20.8,15.7,96
2020-12-02 16:04:18.939,20.5,15.3,96
2020-12-02 16:04:16.657,20.4,15.0,96
2020-12-02 16:04:14.379,20.5,15.0,96
2020-12-02 16:04:12.102,20.5,14.9,96
2020-12-02 16:04:09.821,20.6,14.9,96
2020-12-02 16:04:07.543,20.6,14.8,96
2020-12-02 16:04:05.261,20.7,14.8,95
2020-12-02 16:04:02.984,20.8,14.7,95
2020-12-02 16:04:00.706,20.9,14.8,95
2020-12-02 16:03:58.425,21.0,14.8,95
2020-12-02 16:03:56.147,21.1,14.8,95
2020-12-02 16:03:53.869,21.1,14.7,94
2020-12-02 16:03:51.588,21.3,14.8,94
2020-12-02 16:03:49.310,21.3,14.8,98
2020-12-02 16:03:47.029,21.4,14.8,93
2020-12-02 16:03:44.751,21.5,14.8,95
2020-12-02 16:03:42.474,21.7,14.9,95
2020-12-02 16:03:40.192,21.8,14.9,96
2020-12-02 16:03:37.914,22.0,15.0,96
2020-12-02 16:03:35.633,22.3,15.2,96
2020-12-02 16:03:33.355,22.5,15.3,94
2020-12-02 16:03:31.078,22.8,15.5,96
2020-12-02 16:03:28.796,23.0,15.5,96
2020-12-02 16:03:26.518,23.2,15.6,96
2020-12-02 16:03:24.237,23.5,15.8,96
2020-12-02 16:03:21.960,23.7,16.0,96
2020-12-02 16:03:19.682,23.9,16.2,97
2020-12-02 16:03:17.400,24.1,16.4,97
2020-12-02 16:03:15.123,24.2,16.7,97
2020-12-02 16:03:12.841,24.2,16.7,97
2020-12-02 16:03:10.564,24.2,16.8,97
2020-12-02 16:03:08.286,24.2,16.8,97
2020-12-02 16:03:06.004,24.3,17.0,97
2020-12-02 16:03:03.727,24.3,17.0,97
2020-12-02 16:03:01.445,24.3,17.1,96
2020-12-02 16:02:59.168,24.3,17.1,97
2020-12-02 16:02:56.890,24.3,17.2,96
2020-12-02 16:02:54.609,24.2,17.1,97
2020-12-02 16:02:52.332,24.1,17.1,96
2020-12-02 16:02:50.050,24.0,17.1,96
2020-12-02 16:02:47.772,23.8,17.0,96
2020-12-02 16:02:45.491,23.6,16.9,96
2020-12-02 16:02:43.213,23.5,16.9,97
2020-12-02 16:02:40.936,23.3,16.8,96
2020-12-02 16:02:38.654,23.1,16.6,96
2020-12-02 16:02:36.376,23.0,16.5,96
2020-12-02 16:02:34.099,22.8,16.4,96
2020-12-02 16:02:31.817,22.6,16.2,96
2020-12-02 16:02:29.540,22.4,16.1,96
2020-12-02 16:02:27.258,22.2,15.9,96
2020-12-02 16:02:24.981,21.9,15.6,96
2020-12-02 16:02:22.703,21.7,15.4,96
2020-12-02 16:02:20.421,21.5,15.1,95
2020-12-02 16:02:18.144,21.4,14.9,95
2020-12-02 16:02:15.862,21.4,14.8,96
2020-12-02 16:02:13.585,21.4,14.7,96
2020-12-02 16:02:11.307,21.5,14.7,96
